,timestamp_utc,datetime,Air Temperature,Atmospheric Pressure,Battery Percent,Battery Voltage,Logger Temperature,Max Precip Rate,Precipitation,Reference Pressure,Saturation Extract EC 5 cm,Saturation Extract EC 20 cm,Saturation Extract EC 40 cm,Soil Temperature 5 cm,Soil Temperature 20 cm,Soil Temperature 40 cm,VPD,Vapor Pressure,Water Content 5 cm,Water Content 20 cm,Water Content 40 cm,Storage 50 cm,Vapor Pressure Deficit
76,1625112000,2021-06-30 22:00:00,22.4,96.89,100,8314,22.0,0.0,0.0,96.78,0.495,1.263,2.295,27.7,26.1,23.9,0.08,2.636,0.226,0.22,0.325,131.6,0.0730824052161174
77,1625115600,2021-06-30 23:00:00,22.2,96.86,100,8304,21.7,0.0,0.0,96.76,0.498,1.267,2.294,27.1,26.0,23.9,0.04,2.642,0.226,0.22,0.325,131.6,0.0343336594163714
78,1625119200,2021-07-01 00:00:00,22.1,96.86,100,8294,21.6,0.0,0.0,96.75,0.499,1.268,2.293,26.6,25.9,23.9,0.04,2.622,0.226,0.22,0.325,131.6,0.0380893350973012
79,1625122800,2021-07-01 01:00:00,21.8,96.85,100,8284,21.1,0.0,0.0,96.74,0.5,1.266,2.2880000000000003,26.2,25.8,24.0,,2.603,0.226,0.22,0.325,131.6,0.0088719061836695
80,1625126400,2021-07-01 02:00:00,21.6,96.82,100,8279,21.0,0.0,0.0,96.71,0.501,1.261,2.287,25.8,25.7,24.0,,2.572,0.225,0.22,0.325,131.5,0.0081527260359441
81,1625130000,2021-07-01 03:00:00,21.3,96.79,100,8272,20.8,0.0,0.0,96.68,0.497,1.268,2.287,25.5,25.5,24.0,,2.528,0.225,0.22,0.325,131.5,0.0052049812438212
82,1625133600,2021-07-01 04:00:00,21.0,96.78,100,8268,20.5,0.0,0.0,96.67,0.496,1.272,2.287,25.2,25.4,24.0,,2.483,0.225,0.22,0.325,131.5,0.0040053972720652
83,1625137200,2021-07-01 05:00:00,20.7,96.81,100,8263,20.2,0.0,0.0,96.7,0.5,1.27,2.287,24.9,25.2,24.0,,2.447,0.225,0.22,0.325,131.5,-0.0054561285058984
84,1625140800,2021-07-01 06:00:00,20.6,96.85,100,8260,20.2,0.0,0.0,96.74,0.502,1.263,2.287,24.7,25.1,24.0,,2.433,0.225,0.22,0.325,131.5,-0.0064476878939787
85,1625144400,2021-07-01 07:00:00,21.2,96.88,100,8260,20.6,0.0,0.0,96.77,0.502,1.267,2.287,24.4,24.9,24.0,0.01,2.504,0.225,0.22,0.325,131.5,0.013722492090296
86,1625148000,2021-07-01 08:00:00,22.1,96.88,100,8265,21.6,0.0,0.0,96.77,0.501,1.268,2.287,24.3,24.8,24.0,0.06,2.587,0.225,0.22,0.325,131.5,0.0730893350973009
87,1625151600,2021-07-01 09:00:00,23.1,96.91,100,8273,22.8,0.0,0.0,96.81,0.5,1.269,2.292,24.4,24.7,24.0,0.22,2.604,0.225,0.22,0.325,131.5,0.2224752011366075
88,1625155200,2021-07-01 10:00:00,23.8,96.94,100,8288,23.9,0.0,0.0,96.84,0.5,1.272,2.287,24.6,24.6,24.0,0.38,2.5700000000000003,0.225,0.22,0.325,131.5,0.3782843050220847
89,1625158800,2021-07-01 11:00:00,24.7,96.99,100,8301,25.0,0.0,0.0,96.88,0.498,1.27,2.283,24.9,24.5,23.9,0.53,2.577,0.225,0.22,0.325,131.5,0.5346099111162523
90,1625162400,2021-07-01 12:00:00,25.6,96.97,100,8323,26.2,0.0,0.0,96.84,0.497,1.266,2.278,25.4,24.5,23.9,0.86,2.418,0.225,0.22,0.325,131.5,0.8647711697769287
91,1625166000,2021-07-01 13:00:00,26.0,96.92,100,8352,26.8,0.0,0.0,96.8,0.495,1.266,2.279,25.9,24.5,23.9,1.08,2.285,0.224,0.22,0.325,131.4,1.0764398286025636
92,1625169600,2021-07-01 14:00:00,27.0,96.87,100,8373,28.1,0.0,0.0,96.75,0.494,1.266,2.279,26.4,24.6,23.9,1.39,2.16,0.224,0.22,0.325,131.4,1.4053401758108457
93,1625173200,2021-07-01 15:00:00,27.6,96.84,100,8406,29.0,0.0,0.0,96.73,0.492,1.264,2.28,27.2,24.7,23.8,1.53,2.17,0.224,0.22,0.325,131.4,1.5227819602923045
94,1625176800,2021-07-01 16:00:00,28.4,96.82,100,8415,30.3,0.0,0.0,96.71,0.488,1.26,2.281,28.1,24.8,23.8,1.8,2.075,0.224,0.22,0.325,131.4,1.793863716528768
95,1625180400,2021-07-01 17:00:00,27.5,96.82,100,8398,29.0,0.0,0.0,96.7,0.489,1.253,2.282,29.1,25.0,23.8,1.66,2.013,0.224,0.22,0.325,131.4,1.658270209291702
96,1625184000,2021-07-01 18:00:00,27.0,96.8,100,8379,27.9,0.0,0.0,96.69,0.49,1.256,2.282,29.4,25.3,23.8,1.55,2.023,0.223,0.22,0.325,131.3,1.5423401758108457
97,1625187600,2021-07-01 19:00:00,26.8,96.83,100,8359,27.3,0.0,0.0,96.71,0.491,1.257,2.283,29.3,25.6,23.8,1.49,2.024,0.222,0.221,0.325,131.4,1.4997195928099276
98,1625191200,2021-07-01 20:00:00,24.7,96.86,100,8341,25.3,0.0,0.0,96.75,0.497,1.259,2.283,28.9,25.8,23.8,1.07,2.042,0.222,0.221,0.325,131.4,1.0696099111162525
99,1625194800,2021-07-01 21:00:00,22.6,96.88,100,8329,22.3,0.0,0.0,96.78,0.494,1.255,2.283,28.3,25.9,23.8,0.68,2.056,0.221,0.221,0.325,131.3,0.6861805492514406
100,1625198400,2021-07-01 22:00:00,22.0,96.94,100,8319,21.2,0.0,0.0,96.84,0.503,1.252,2.277,27.6,26.0,23.9,0.55,2.095,0.221,0.221,0.325,131.3,0.5489311922105755
101,1625202000,2021-07-01 23:00:00,21.4,96.96,100,8311,20.6,0.0,0.0,96.86,0.505,1.252,2.287,26.9,25.9,23.9,0.46,2.095,0.22,0.22,0.325,131.0,0.4537705984720568
102,1625205600,2021-07-02 00:00:00,21.0,96.99,100,8301,20.3,0.0,0.0,96.89,0.506,1.256,2.282,26.3,25.8,23.9,0.37,2.12,0.22,0.22,0.325,131.0,0.3670053972720652
103,1625209200,2021-07-02 01:00:00,20.5,96.99,100,8294,19.9,0.0,0.0,96.89,0.5,1.263,2.286,25.7,25.7,23.9,0.3,2.117,0.22,0.22,0.325,131.0,0.2946412804606884
104,1625212800,2021-07-02 02:00:00,19.7,96.99,100,8289,19.2,0.0,0.0,96.88,0.502,1.265,2.28,25.3,25.5,24.0,0.19,2.109,0.219,0.22,0.325,130.9,0.1862083710657747
105,1625216400,2021-07-02 03:00:00,19.5,97.0,100,8285,18.9,0.0,0.0,96.89,0.507,1.26,2.28,24.8,25.3,24.0,0.15,2.119,0.219,0.22,0.325,130.9,0.1478801009804513
106,1625220000,2021-07-02 04:00:00,19.5,97.01,100,8279,18.8,0.0,0.0,96.9,0.508,1.256,2.28,24.4,25.1,24.0,0.14,2.13,0.219,0.22,0.325,130.9,0.1368801009804516
107,1625223600,2021-07-02 05:00:00,19.4,97.02,100,8275,18.7,0.0,0.0,96.91,0.508,1.266,2.28,24.1,24.9,24.0,0.12,2.123,0.219,0.22,0.325,130.9,0.1298310020993627
108,1625227200,2021-07-02 06:00:00,19.4,97.05,100,8270,18.8,0.0,0.0,96.95,0.505,1.268,2.28,23.7,24.8,24.0,0.11,2.141,0.219,0.22,0.325,130.9,0.1118310020993629
109,1625230800,2021-07-02 07:00:00,20.9,97.09,100,8267,20.5,0.0,0.0,96.98,0.505,1.26,2.28,23.5,24.6,24.0,0.23,2.241,0.218,0.22,0.325,130.8,0.2307700446226426
110,1625234400,2021-07-02 08:00:00,22.5,97.13,100,8277,22.6,0.0,0.0,97.02,0.505,1.256,2.281,23.3,24.4,23.9,0.37,2.347,0.218,0.22,0.325,130.8,0.3785876066054592
111,1625238000,2021-07-02 09:00:00,24.9,97.15,100,8305,25.6,0.0,0.0,97.05,0.504,1.266,2.276,23.5,24.2,23.9,0.62,2.519,0.218,0.22,0.325,130.8,0.6299576792404373
112,1625241600,2021-07-02 10:00:00,26.7,97.15,100,8344,28.0,0.0,0.0,97.04,0.498,1.263,2.276,24.2,24.1,23.9,1.0,2.506,0.219,0.22,0.325,130.9,0.9970684848343496
113,1625245200,2021-07-02 11:00:00,27.8,97.15,100,8387,29.7,0.0,0.0,97.04,0.494,1.258,2.267,25.4,24.0,23.8,1.36,2.379,0.219,0.22,0.325,130.9,1.3571349407572058
114,1625248800,2021-07-02 12:00:00,29.0,97.14,100,8425,31.3,0.0,0.0,97.03,0.49,1.259,2.278,26.9,24.1,23.8,1.79,2.215,0.219,0.22,0.324,130.7,1.790677600085921
115,1625252400,2021-07-02 13:00:00,29.6,97.1,100,8447,31.8,0.0,0.0,96.99,0.484,1.257,2.281,28.5,24.4,23.7,2.06,2.075,0.219,0.22,0.324,130.7,2.0716816501200546
116,1625256000,2021-07-02 14:00:00,30.1,97.05,100,8459,32.0,0.0,0.0,96.95,0.482,1.252,2.282,29.8,24.7,23.7,2.44,1.816,0.219,0.22,0.324,130.7,2.451463104540756
117,1625259600,2021-07-02 15:00:00,30.8,97.01,100,8459,32.7,0.0,0.0,96.91,0.481,1.248,2.272,31.0,25.1,23.7,2.83,1.595,0.219,0.221,0.324,130.89999999999998,2.846691099040795
118,1625263200,2021-07-02 16:00:00,30.7,96.95,100,8447,32.7,0.0,0.0,96.86,0.484,1.242,2.262,32.0,25.6,23.7,2.85,1.56,0.218,0.221,0.324,130.8,2.8564290333261924
119,1625266800,2021-07-02 17:00:00,30.3,96.9,100,8424,32.0,0.0,0.0,96.81,0.483,1.241,2.263,32.7,26.0,23.7,2.76,1.558,0.217,0.221,0.324,130.7,2.758625382870611
120,1625270400,2021-07-02 18:00:00,29.7,96.86,100,8395,30.6,0.0,0.0,96.76,0.49,1.241,2.258,32.9,26.5,23.7,2.51,1.657,0.216,0.221,0.324,130.60000000000002,2.5135971966496022
