,timestamp_utc,datetime,Air Temperature,Atmospheric Pressure,Battery Percent,Battery Voltage,Gust Speed,Lightning Activity,Lightning Distance,Logger Temperature,Max Precip Rate,Precipitation,RH Sensor Temp,Reference Pressure,Saturation Extract EC 5 cm,Saturation Extract EC 20 cm,Saturation Extract EC 40 cm,Soil Temperature 5 cm,Soil Temperature 20 cm,Soil Temperature 40 cm,Solar Radiation,VPD,Vapor Pressure,Water Content 5 cm,Water Content 20 cm,Water Content 40 cm,Wind Direction,Wind Speed,X-axis Level,Y-axis Level,Storage 50 cm,Vapor Pressure Deficit
17,1624899600,2021-06-28 11:00:00,24.4,96.97,100,8349,4.7,0,0,26.4,0.0,0.0,26.8,96.83,0.5750000000000001,1.865,2.006,23.0,22.4,21.9,479.3,0.76,2.2880000000000003,0.242,0.245,0.399,59,2.18,0.2,-0.3,153.0,0.768312653016761
18,1624903200,2021-06-28 12:00:00,25.4,96.97,100,8385,5.78,0,0,27.5,0.0,0.0,28.0,96.83,0.5710000000000001,1.865,2.004,23.4,22.4,21.9,684.9,0.91,2.327,0.241,0.245,0.399,88,2.66,0.1,-0.4,152.9,0.9170422381586772
19,1624906800,2021-06-28 13:00:00,26.7,97.01,100,8418,5.79,0,0,29.2,0.0,0.0,29.5,96.87,0.5670000000000001,1.86,2.0,23.9,22.5,21.8,871.1,1.25,2.252,0.24,0.245,0.398,106,3.21,0.2,-0.4,152.60000000000002,1.2510684848343496
20,1624910400,2021-06-28 14:00:00,26.8,97.01,100,8421,5.68,0,0,29.8,0.0,0.0,29.5,96.85,0.5640000000000001,1.859,2.0,24.5,22.6,21.8,637.8,1.33,2.18,0.238,0.245,0.397,113,2.69,0.2,-0.5,152.2,1.3437195928099277
21,1624914000,2021-06-28 15:00:00,27.2,96.96,100,8434,5.19,0,0,29.7,0.0,0.0,29.5,96.8,0.561,1.845,1.998,25.0,22.7,21.8,750.9,1.46,2.153,0.237,0.245,0.397,120,2.88,0.1,-0.4,152.10000000000002,1.454388302525513
22,1624917600,2021-06-28 16:00:00,27.8,96.9,100,8435,6.71,0,0,30.8,0.0,0.0,30.4,96.75,0.559,1.852,1.997,25.2,22.9,21.8,768.0,1.49,2.237,0.235,0.245,0.396,140,2.87,0.1,-0.4,151.7,1.4991349407572057
23,1624921200,2021-06-28 17:00:00,26.8,96.91,100,8412,4.68,0,0,30.0,0.0,0.0,29.3,96.75,0.559,1.855,1.995,25.5,23.0,21.8,394.2,1.23,2.291,0.234,0.245,0.396,127,2.17,0.1,-0.4,151.60000000000002,1.2327195928099275
24,1624924800,2021-06-28 18:00:00,26.4,96.9,100,8392,3.73,0,0,28.3,0.0,0.0,28.0,96.75,0.558,1.853,1.996,25.6,23.2,21.8,244.5,1.06,2.369,0.233,0.245,0.396,140,2.06,0.2,-0.4,151.5,1.0727464345283826
25,1624928400,2021-06-28 19:00:00,25.7,96.93,100,8368,3.8,0,0,27.0,0.0,0.0,26.8,96.77,0.561,1.852,1.997,25.5,23.4,21.8,104.8,0.98,2.324,0.232,0.245,0.396,134,2.04,0.2,-0.4,151.4,0.978286326590291
26,1624932000,2021-06-28 20:00:00,24.2,96.98,100,8355,5.11,0,0,24.7,0.0,0.0,24.7,96.82,0.562,1.851,2.001,25.3,23.5,21.8,23.0,0.6900000000000001,2.328,0.231,0.245,0.396,156,2.58,0.2,-0.4,151.3,0.6919258182559935
27,1624935600,2021-06-28 21:00:00,22.8,97.01,100,8339,4.34,0,0,22.8,0.0,0.0,23.0,96.85,0.5640000000000001,1.85,2.001,25.1,23.6,21.8,0.0,0.41,2.37,0.231,0.245,0.396,165,2.38,0.1,-0.4,151.3,0.4056312335019814
28,1624939200,2021-06-28 22:00:00,21.9,97.07,100,8329,3.16,0,0,21.6,0.0,0.0,21.9,96.92,0.5650000000000001,1.854,2.0,24.8,23.6,21.9,0.0,0.24,2.384,0.23,0.245,0.396,174,0.97,0.1,-0.4,151.2,0.2438588442730207
29,1624942800,2021-06-28 23:00:00,21.5,97.11,100,8317,1.1,0,0,20.9,0.0,0.0,21.3,96.97,0.5640000000000001,1.854,1.999,24.5,23.6,21.9,0.0,0.15,2.403,0.23,0.245,0.396,121,0.58,0.1,-0.4,151.2,0.1614197206554632
30,1624946400,2021-06-29 00:00:00,21.6,97.14,100,8301,2.19,0,0,21.1,0.0,0.0,21.4,97.0,0.5630000000000001,1.851,1.999,24.2,23.5,21.9,0.0,0.14,2.439,0.23,0.245,0.396,140,1.15,0.1,-0.4,151.2,0.1411527260359442
31,1624950000,2021-06-29 01:00:00,21.6,97.1,100,8297,2.18,0,0,21.1,0.0,0.0,21.5,96.96,0.562,1.855,1.998,24.0,23.5,21.9,0.0,0.12,2.459,0.229,0.245,0.396,160,1.04,0.1,-0.4,151.10000000000002,0.1211527260359441
32,1624953600,2021-06-29 02:00:00,21.3,97.08,100,8292,3.0,0,0,20.8,0.0,0.0,21.2,96.94,0.558,1.86,1.997,23.8,23.4,22.0,0.0,0.08,2.454,0.229,0.245,0.396,152,1.09,0.1,-0.4,151.10000000000002,0.0792049812438211
33,1624957200,2021-06-29 03:00:00,21.5,97.04,100,8286,3.34,0,0,20.9,0.0,0.0,21.3,96.9,0.559,1.856,1.997,23.6,23.4,22.0,0.0,0.07,2.492,0.229,0.245,0.396,146,1.76,0.1,-0.4,151.10000000000002,0.0724197206554633
34,1624960800,2021-06-29 04:00:00,21.0,97.06,100,8281,1.73,0,0,20.6,0.0,0.0,21.0,96.92,0.5630000000000001,1.861,2.001,23.4,23.3,22.0,0.0,0.05,2.44,0.229,0.245,0.396,152,0.59,0.2,-0.4,151.10000000000002,0.0470053972720654
35,1624964400,2021-06-29 05:00:00,20.9,97.09,100,8277,4.21,0,0,20.4,0.0,0.0,20.8,96.95,0.5640000000000001,1.862,2.001,23.3,23.2,22.0,0.0,0.05,2.415,0.228,0.245,0.396,184,2.09,0.1,-0.4,151.0,0.0567700446226426
36,1624968000,2021-06-29 06:00:00,20.9,97.14,100,8270,3.68,0,0,20.4,0.0,0.0,20.9,97.0,0.5630000000000001,1.862,2.0,23.2,23.1,22.0,10.4,0.07,2.407,0.228,0.245,0.396,195,1.97,0.2,-0.4,151.0,0.0647700446226426
37,1624971600,2021-06-29 07:00:00,21.0,97.15,100,8265,4.66,0,0,20.7,0.0,0.0,21.1,97.01,0.561,1.867,2.004,23.0,23.0,22.0,29.8,0.06,2.426,0.228,0.245,0.396,188,2.19,0.1,-0.3,151.0,0.0610053972720652
38,1624975200,2021-06-29 08:00:00,21.4,97.2,100,8263,3.37,0,0,21.2,0.0,0.0,21.7,97.06,0.562,1.864,2.004,23.0,23.0,22.0,79.8,0.08,2.471,0.228,0.245,0.396,197,1.35,0.1,-0.4,151.0,0.0777705984720569
39,1624978800,2021-06-29 09:00:00,22.0,97.23,100,8263,2.64,0,0,22.3,17.3,0.0,22.6,97.09,0.562,1.86,2.0,22.9,22.9,22.0,107.9,0.13,2.516,0.228,0.245,0.396,204,1.09,0.1,-0.4,151.0,0.1279311922105757
40,1624982400,2021-06-29 10:00:00,20.8,97.25,100,8267,2.77,0,0,22.0,23.5,5.983,22.0,97.11,0.554,1.86,2.007,23.0,22.8,22.0,166.7,,2.455,0.233,0.245,0.396,255,1.12,0.1,-0.4,151.5,0.0016163260716171
41,1624986000,2021-06-29 11:00:00,22.4,97.25,100,8282,3.5,0,0,23.3,1.0,0.0,23.6,97.11,0.518,1.864,2.007,23.0,22.8,22.0,346.1,0.05,2.656,0.265,0.245,0.396,127,1.4,0.1,-0.4,154.7,0.0530824052161174
42,1624989600,2021-06-29 12:00:00,23.9,97.26,100,8310,2.93,0,0,25.2,0.0,0.0,25.3,97.12,0.53,1.864,2.005,23.2,22.8,22.0,434.2,0.32,2.646,0.271,0.245,0.396,168,1.57,0.2,-0.4,155.3,0.3200542018616081
43,1624993200,2021-06-29 13:00:00,25.5,97.23,100,8355,5.13,0,0,27.5,0.0,0.0,27.5,97.1,0.544,1.865,2.005,23.5,22.8,22.0,688.0,0.6000000000000001,2.66,0.273,0.245,0.396,154,2.18,0.1,-0.4,155.5,0.6033566193244848
44,1624996800,2021-06-29 14:00:00,26.2,97.2,100,8366,4.91,0,0,29.3,0.0,0.0,28.8,97.05,0.557,1.864,2.008,24.0,22.8,21.9,588.1,0.88,2.518,0.273,0.245,0.396,155,2.75,0.2,-0.4,155.5,0.8833866095362417
45,1625000400,2021-06-29 15:00:00,26.4,97.18,100,8374,5.63,0,0,29.2,0.0,0.0,28.6,97.03,0.5660000000000001,1.86,2.005,24.4,22.8,21.9,534.3,0.98,2.468,0.272,0.245,0.396,164,2.88,0.1,-0.5,155.4,0.9737464345283828
46,1625004000,2021-06-29 16:00:00,26.0,97.17,100,8364,4.01,0,0,28.6,0.0,0.0,28.0,97.01,0.577,1.858,2.007,24.7,22.9,21.9,326.9,0.91,2.452,0.271,0.245,0.395,165,2.33,0.1,-0.4,155.1,0.9094398286025638
47,1625007600,2021-06-29 17:00:00,26.6,97.14,100,8367,4.47,0,0,28.9,0.0,0.0,28.6,96.99,0.583,1.857,2.003,24.9,23.0,21.9,430.2,0.96,2.525,0.27,0.245,0.395,172,2.33,0.1,-0.4,155.0,0.957522891456
48,1625011200,2021-06-29 18:00:00,25.8,97.13,100,8349,4.34,0,0,27.9,0.0,0.0,27.4,96.97,0.589,1.861,2.009,25.0,23.2,21.9,195.9,0.79,2.531,0.27,0.245,0.395,172,2.32,0.2,-0.4,155.0,0.7909025283483366
49,1625014800,2021-06-29 19:00:00,25.0,97.14,100,8336,4.09,0,0,26.1,0.0,0.0,25.9,96.98,0.594,1.851,2.005,25.1,23.3,21.9,116.7,0.7000000000000001,2.466,0.269,0.245,0.395,192,1.58,0.2,-0.4,154.9,0.7017777175068471
50,1625018400,2021-06-29 20:00:00,24.2,97.16,100,8320,1.96,0,0,24.6,0.0,0.0,24.7,97.0,0.598,1.846,2.005,25.0,23.4,21.9,29.9,0.55,2.471,0.268,0.245,0.395,110,0.73,0.1,-0.4,154.8,0.5489258182559933
51,1625022000,2021-06-29 21:00:00,22.7,97.2,100,8307,2.78,0,0,22.6,0.0,0.0,22.8,97.05,0.602,1.846,2.005,24.8,23.4,21.9,0.0,0.26,2.497,0.268,0.245,0.395,124,1.34,0.2,-0.4,154.8,0.2618616266004507
52,1625025600,2021-06-29 22:00:00,22.7,97.24,100,8300,2.5700000000000003,0,0,22.1,0.0,0.0,22.5,97.09,0.603,1.85,2.005,24.6,23.4,21.9,0.0,0.37,2.389,0.268,0.245,0.395,144,1.29,0.2,-0.4,154.8,0.3698616266004508
53,1625029200,2021-06-29 23:00:00,22.3,97.24,100,8292,2.62,0,0,21.8,0.0,0.0,22.2,97.09,0.605,1.854,2.004,24.3,23.4,21.9,0.0,0.26,2.427,0.267,0.245,0.395,133,1.34,0.1,-0.4,154.7,0.2656645530366384
54,1625032800,2021-06-30 00:00:00,22.0,97.23,100,8274,2.13,0,0,21.6,0.0,0.0,21.9,97.08,0.608,1.854,2.008,24.1,23.4,22.0,0.0,0.18,2.455,0.267,0.245,0.395,148,1.17,0.1,-0.4,154.7,0.1889311922105756
55,1625036400,2021-06-30 01:00:00,22.4,97.19,100,8270,3.61,0,0,21.8,0.0,0.0,22.2,97.04,0.609,1.849,2.008,23.9,23.4,22.0,0.0,0.18,2.524,0.267,0.245,0.395,140,2.05,0.1,-0.4,154.7,0.1850824052161175
56,1625040000,2021-06-30 02:00:00,21.9,97.16,100,8264,3.59,0,0,21.8,3.1,0.391,22.1,97.01,0.611,1.85,2.012,23.7,23.3,22.0,0.0,0.09,2.539,0.267,0.245,0.395,174,1.29,0.1,-0.4,154.7,0.0888588442730204
57,1625043600,2021-06-30 03:00:00,21.5,97.14,100,8257,1.61,0,0,21.3,1.0,0.102,21.5,96.99,0.611,1.85,2.013,23.6,23.2,22.0,0.0,0.04,2.519,0.267,0.245,0.395,356,0.67,0.2,-0.4,154.7,0.0454197206554631
58,1625047200,2021-06-30 04:00:00,21.2,97.11,100,8254,1.46,0,0,21.0,1.0,0.0,21.3,96.96,0.611,1.851,2.017,23.4,23.2,22.0,0.0,0.04,2.485,0.267,0.245,0.395,59,0.63,0.1,-0.4,154.7,0.0327224920902962
59,1625050800,2021-06-30 05:00:00,20.9,97.1,100,8250,2.2,0,0,20.5,0.0,0.0,20.8,96.95,0.611,1.856,2.013,23.4,23.1,22.0,0.0,0.05,2.417,0.267,0.245,0.395,139,0.8,0.1,-0.4,154.7,0.0547700446226429
60,1625054400,2021-06-30 06:00:00,21.3,97.12,100,8244,2.92,0,0,20.8,1.0,0.0,21.2,96.97,0.614,1.865,2.017,23.2,23.1,22.0,10.5,0.06,2.47,0.267,0.245,0.395,153,1.7000000000000002,0.2,-0.4,154.7,0.0632049812438211
61,1625058000,2021-06-30 07:00:00,21.6,97.1,100,8244,3.4,0,0,21.3,1.0,0.204,21.7,96.96,0.615,1.865,2.017,23.1,23.0,22.0,82.0,0.03,2.551,0.267,0.245,0.395,166,1.79,0.1,-0.4,154.7,0.0291527260359441
62,1625061600,2021-06-30 08:00:00,21.9,97.1,100,8244,2.36,0,0,22.2,2.0,0.272,22.4,96.95,0.614,1.866,2.016,23.1,23.0,22.0,141.5,0.01,2.609,0.267,0.245,0.395,168,0.89,0.2,-0.4,154.7,0.0188588442730206
63,1625065200,2021-06-30 09:00:00,22.5,97.09,100,8265,2.43,0,0,23.5,1.0,0.0,23.9,96.95,0.617,1.862,2.016,23.1,22.9,22.0,311.6,0.04,2.693,0.268,0.245,0.395,78,1.13,0.2,-0.4,154.8,0.0325876066054591
64,1625068800,2021-06-30 10:00:00,23.5,97.09,100,8277,3.08,0,0,25.2,0.0,0.0,25.4,96.95,0.611,1.858,2.015,23.3,22.8,22.0,326.9,0.16,2.739,0.268,0.245,0.395,85,1.6,0.2,-0.4,154.8,0.1565307729089893
65,1625072400,2021-06-30 11:00:00,23.4,97.09,100,8297,4.24,0,0,25.0,0.0,0.0,25.0,96.95,0.616,1.867,2.016,23.6,22.8,22.0,380.1,0.14,2.742,0.268,0.245,0.395,120,2.22,0.1,-0.4,154.8,0.1361302847583609
66,1625076000,2021-06-30 12:00:00,24.4,97.05,100,8328,4.04,0,0,26.0,0.0,0.0,26.2,96.91,0.617,1.862,2.016,23.9,22.8,22.0,538.3,0.26,2.784,0.268,0.245,0.395,109,2.28,0.1,-0.4,154.8,0.2723126530167614
67,1625079600,2021-06-30 13:00:00,25.3,97.0,100,8345,4.61,0,0,27.8,0.0,0.0,28.0,96.86,0.617,1.866,2.018,24.2,22.9,22.0,503.6,0.45,2.776,0.267,0.245,0.395,105,2.32,0.1,-0.4,154.7,0.4488275907111103
68,1625083200,2021-06-30 14:00:00,25.0,96.97,100,8353,5.3,0,0,27.1,0.0,0.0,27.1,96.81,0.616,1.861,2.015,24.6,23.0,22.0,376.8,0.46,2.7030000000000003,0.266,0.245,0.395,107,2.77,0.1,-0.4,154.6,0.464777717506847
69,1625086800,2021-06-30 15:00:00,26.4,96.93,100,8385,5.41,0,0,28.2,0.0,0.0,28.4,96.77,0.615,1.86,2.013,24.8,23.0,21.9,764.8,0.68,2.76,0.265,0.245,0.394,88,2.78,0.1,-0.4,154.3,0.681746434528383
70,1625090400,2021-06-30 16:00:00,26.7,96.89,100,8388,4.32,0,0,29.2,0.0,0.0,29.4,96.73,0.61,1.855,2.01,25.1,23.2,21.9,548.2,0.8,2.708,0.264,0.245,0.394,75,2.36,0.1,-0.4,154.2,0.7950684848343492
71,1625094000,2021-06-30 17:00:00,25.9,96.89,100,8371,4.43,0,0,28.1,0.0,0.0,27.8,96.72,0.614,1.846,2.013,25.5,23.3,21.9,214.3,0.68,2.649,0.263,0.245,0.394,82,2.08,0.1,-0.4,154.1,0.692620215147917
72,1625097600,2021-06-30 18:00:00,25.5,96.84,100,8356,3.21,0,0,26.5,0.0,0.0,26.7,96.68,0.616,1.844,2.008,25.6,23.4,21.9,216.3,0.61,2.664,0.262,0.245,0.394,66,1.76,0.2,-0.4,154.0,0.5993566193244848
73,1625101200,2021-06-30 19:00:00,25.6,96.84,100,8342,3.78,0,0,26.6,0.0,0.0,27.0,96.68,0.619,1.851,2.007,25.6,23.5,22.0,152.1,0.6000000000000001,2.673,0.261,0.246,0.394,73,1.78,0.2,-0.4,154.10000000000002,0.6097711697769288
74,1625104800,2021-06-30 20:00:00,24.4,96.87,100,8325,1.81,0,0,25.1,0.0,0.0,25.2,96.71,0.62,1.859,2.007,25.5,23.6,22.0,41.1,0.43,2.623,0.261,0.246,0.394,77,1.0,0.1,-0.4,154.10000000000002,0.433312653016761
75,1625108400,2021-06-30 21:00:00,22.8,96.88,100,8314,1.6800000000000002,0,0,22.7,0.0,0.0,22.9,96.72,0.621,1.858,2.012,25.3,23.7,22.0,0.1,0.22,2.545,0.26,0.246,0.394,81,0.92,0.2,-0.4,154.0,0.2306312335019815
76,1625112000,2021-06-30 22:00:00,22.3,96.89,100,8304,1.44,0,0,21.6,0.0,0.0,22.0,96.74,0.621,1.862,2.016,25.0,23.7,22.0,0.0,0.14,2.549,0.26,0.246,0.394,95,0.92,0.2,-0.4,154.0,0.1436645530366385
77,1625115600,2021-06-30 23:00:00,22.1,96.87,100,8292,1.0,0,0,21.4,0.0,0.0,21.9,96.71,0.622,1.866,2.016,24.8,23.7,22.0,0.0,0.09,2.569,0.26,0.246,0.394,95,0.64,0.1,-0.4,154.0,0.0910893350973012
78,1625119200,2021-07-01 00:00:00,22.0,96.86,100,8289,0.94,0,0,21.3,0.0,0.0,21.7,96.71,0.625,1.862,2.02,24.5,23.7,22.0,0.0,0.1,2.551,0.259,0.246,0.394,82,0.47,0.1,-0.4,153.9,0.0929311922105755
79,1625122800,2021-07-01 01:00:00,21.6,96.85,100,8279,0.73,0,0,21.0,0.0,0.0,21.5,96.7,0.623,1.867,2.024,24.2,23.7,22.1,0.0,0.06,2.511,0.259,0.246,0.394,150,0.38,0.2,-0.4,153.9,0.0691527260359441
80,1625126400,2021-07-01 02:00:00,21.5,96.82,100,8275,0.76,0,0,20.9,0.0,0.0,21.3,96.67,0.623,1.868,2.023,24.0,23.6,22.1,0.0,0.07,2.491,0.259,0.246,0.394,2,0.28,0.1,-0.4,153.9,0.0734197206554632
81,1625130000,2021-07-01 03:00:00,21.4,96.79,100,8267,0.81,0,0,20.9,0.0,0.0,21.3,96.63,0.622,1.868,2.023,23.8,23.5,22.1,0.0,0.06,2.484,0.259,0.246,0.394,107,0.39,0.1,-0.4,153.9,0.064770598472057
82,1625133600,2021-07-01 04:00:00,20.9,96.78,100,8263,0.93,0,0,20.5,0.0,0.0,20.9,96.63,0.62,1.864,2.023,23.6,23.4,22.1,0.0,0.05,2.421,0.259,0.246,0.394,101,0.43,0.1,-0.4,153.9,0.0507700446226428
83,1625137200,2021-07-01 05:00:00,20.8,96.81,100,8257,1.14,0,0,20.4,1.0,0.0,20.8,96.66,0.624,1.857,2.023,23.4,23.4,22.1,0.5,0.05,2.409,0.259,0.246,0.394,75,0.46,0.2,-0.4,153.9,0.0476163260716173
84,1625140800,2021-07-01 06:00:00,20.5,96.84,100,8254,1.57,0,0,20.3,1.0,0.0,20.7,96.69,0.626,1.858,2.027,23.2,23.3,22.1,33.4,0.02,2.39,0.258,0.246,0.394,82,0.73,0.1,-0.4,153.8,0.0216412804606882
85,1625144400,2021-07-01 07:00:00,20.9,96.88,100,8251,1.85,0,0,20.6,0.0,0.0,21.2,96.73,0.626,1.858,2.027,23.1,23.2,22.1,108.3,0.01,2.452,0.258,0.246,0.394,58,0.77,0.1,-0.4,153.8,0.0197700446226427
86,1625148000,2021-07-01 08:00:00,21.6,96.87,100,8259,4.73,0,0,21.5,0.0,0.0,22.4,96.72,0.624,1.859,2.027,23.0,23.1,22.1,196.5,0.01,2.568,0.258,0.246,0.394,41,1.61,0.2,-0.4,153.8,0.0121527260359441
87,1625151600,2021-07-01 09:00:00,22.7,96.91,100,8268,5.61,0,0,22.7,0.0,0.0,23.5,96.76,0.621,1.864,2.027,23.1,23.0,22.1,240.9,0.15,2.608,0.258,0.246,0.394,58,2.52,0.2,-0.4,153.8,0.1508616266004505
88,1625155200,2021-07-01 10:00:00,23.4,96.95,100,8283,4.92,0,0,24.0,0.0,0.0,24.6,96.8,0.62,1.864,2.027,23.2,23.0,22.1,284.4,0.3,2.568,0.258,0.246,0.394,65,2.72,0.1,-0.4,153.8,0.3101302847583609
89,1625158800,2021-07-01 11:00:00,24.3,96.99,100,8299,5.2,0,0,25.2,0.0,0.0,25.8,96.84,0.62,1.869,2.028,23.3,22.9,22.1,364.9,0.45,2.589,0.257,0.246,0.394,65,2.33,0.2,-0.4,153.7,0.4490717152215446
90,1625162400,2021-07-01 12:00:00,25.2,96.96,100,8317,4.99,0,0,26.6,0.0,0.0,27.2,96.8,0.619,1.865,2.025,23.5,22.9,22.1,456.7,0.76,2.442,0.256,0.246,0.394,57,2.84,0.2,-0.3,153.60000000000002,0.7637122429156884
91,1625166000,2021-07-01 13:00:00,25.9,96.91,100,8349,6.03,0,0,27.2,0.0,0.0,27.7,96.75,0.62,1.865,2.022,23.8,22.9,22.1,567.7,0.98,2.358,0.256,0.246,0.394,61,2.87,0.0,-0.3,153.60000000000002,0.983620215147917
92,1625169600,2021-07-01 14:00:00,26.6,96.88,100,8371,6.24,0,0,28.6,0.0,0.0,29.0,96.71,0.627,1.865,2.015,24.1,23.0,22.1,638.3,1.28,2.207,0.255,0.246,0.393,52,3.26,0.1,-0.4,153.3,1.2755228914560002
93,1625173200,2021-07-01 15:00:00,27.2,96.85,100,8393,5.3,0,0,29.0,0.0,0.0,29.2,96.68,0.657,1.864,2.014,24.5,23.0,22.0,604.1,1.4,2.2,0.254,0.246,0.393,58,2.86,0.1,-0.4,153.2,1.4073883025255132
94,1625176800,2021-07-01 16:00:00,28.0,96.84,100,8397,7.94,0,0,30.3,0.0,0.0,30.5,96.67,0.666,1.864,2.018,24.8,23.1,22.0,693.5,1.6800000000000002,2.105,0.252,0.246,0.392,61,2.71,0.1,-0.4,152.8,1.674930363995263
95,1625180400,2021-07-01 17:00:00,27.0,96.84,100,8381,5.0,0,0,29.1,0.0,0.0,29.2,96.66,0.664,1.859,2.016,25.1,23.2,22.0,364.5,1.53,2.038,0.251,0.246,0.392,69,2.33,0.1,-0.4,152.70000000000002,1.527340175810846
