,timestamp_utc,datetime,Air Temperature,Atmospheric Pressure,Battery Percent,Battery Voltage,Logger Temperature,Max Precip Rate,Precipitation,Reference Pressure,Saturation Extract EC 5 cm,Saturation Extract EC 20 cm,Saturation Extract EC 40 cm,Sensor Output,Soil Temperature 5 cm,Soil Temperature 20 cm,Soil Temperature 40 cm,VPD,Vapor Pressure,Water Content 5 cm,Water Content 20 cm,Water Content 40 cm,Storage 50 cm,Vapor Pressure Deficit
0,1624838400.0,2021-06-27 18:00:00,26.6,96.33,100,8320,28.1,0.0,0.0,96.29,0.111,0.134,0.41,0,29.5,24.7,23.0,1.44,2.049,0.23,0.106,0.136,71.4,1.433522891456
1,1624842000.0,2021-06-27 19:00:00,25.2,96.38,100,8301,25.8,0.0,0.0,96.34,0.112,0.135,0.411,0,29.0,25.0,23.0,1.1,2.108,0.229,0.106,0.136,71.30000000000001,1.0977122429156885
2,1624845600.0,2021-06-27 20:00:00,23.7,96.42,100,8285,23.9,0.0,0.0,96.38,0.113,0.136,0.41,0,28.2,25.2,23.1,0.76,2.166,0.229,0.106,0.136,71.30000000000001,0.7646073746865936
3,1624849200.0,2021-06-27 21:00:00,22.4,96.45,100,8273,22.4,0.0,0.0,96.41,0.115,0.136,0.41,0,27.4,25.3,23.2,0.6000000000000001,2.109,0.228,0.106,0.136,71.2,0.6000824052161176
4,1624852800.0,2021-06-27 22:00:00,21.7,96.54,100,8264,21.5,0.0,0.0,96.5,0.114,0.136,0.41,0,26.6,25.3,23.3,0.44,2.155,0.228,0.106,0.136,71.2,0.4409699942202967
5,1624856400.0,2021-06-27 23:00:00,21.0,96.56,100,8253,20.8,0.0,0.0,96.53,0.115,0.137,0.41,0,25.9,25.3,23.4,0.28,2.201,0.228,0.106,0.136,71.2,0.2860053972720653
6,1624860000.0,2021-06-28 00:00:00,20.6,96.57,100,8233,20.3,0.0,0.0,96.54,0.115,0.137,0.41,0,25.3,25.2,23.4,0.3,2.119,0.228,0.106,0.136,71.2,0.3075523121060208
7,1624863600.0,2021-06-28 01:00:00,20.2,96.56,100,8226,19.9,0.0,0.0,96.52,0.115,0.137,0.41,0,24.8,25.0,23.5,0.24,2.129,0.227,0.106,0.136,71.1,0.2383876975032683
8,1624867200.0,2021-06-28 02:00:00,20.0,96.56,100,8219,19.6,0.0,0.0,96.51,0.116,0.138,0.41,0,24.3,24.9,23.5,0.16,2.184,0.227,0.106,0.136,71.1,0.1542812709274459
9,1624870800.0,2021-06-28 03:00:00,19.8,96.54,100,8210,19.3,0.0,0.0,96.49,0.116,0.138,0.41,0,23.9,24.7,23.5,0.11,2.193,0.227,0.106,0.136,71.1,0.116488249490783
10,1624874400.0,2021-06-28 04:00:00,19.6,96.55,100,8204,19.0,0.0,0.0,96.5,0.115,0.137,0.41,0,23.5,24.5,23.5,0.09,2.197,0.227,0.106,0.136,71.1,0.084005772982453
11,1624878000.0,2021-06-28 05:00:00,19.5,96.6,100,8200,18.8,0.0,0.0,96.55,0.116,0.14,0.41,0,23.2,24.4,23.5,0.07,2.201,0.227,0.106,0.136,71.1,0.0658801009804515
12,1624881600.0,2021-06-28 06:00:00,19.7,96.67,100,8191,19.0,0.0,0.0,96.62,0.116,0.14,0.408,0,23.0,24.2,23.4,0.07,2.221,0.227,0.106,0.136,71.1,0.0742083710657746
13,1624885200.0,2021-06-28 07:00:00,20.5,96.7,100,8188,20.2,0.0,0.0,96.65,0.116,0.137,0.409,0,22.8,24.0,23.4,0.12,2.291,0.226,0.106,0.136,71.0,0.1206412804606884
14,1624888800.0,2021-06-28 08:00:00,21.5,96.71,100,8193,21.5,0.0,0.0,96.66,0.116,0.136,0.404,0,22.8,23.9,23.4,0.23,2.324,0.226,0.106,0.136,71.0,0.2404197206554634
15,1624892400.0,2021-06-28 09:00:00,23.4,96.76,100,8206,24.4,0.0,0.0,96.7,0.116,0.132,0.405,0,23.1,23.8,23.3,0.54,2.33,0.226,0.105,0.136,70.80000000000001,0.5481302847583609
16,1624896000.0,2021-06-28 10:00:00,24.0,96.73,100,8222,25.4,0.0,0.0,96.67,0.116,0.131,0.405,0,23.9,23.7,23.2,0.72,2.259,0.225,0.105,0.136,70.7,0.7249174771655595
17,1624899600.0,2021-06-28 11:00:00,24.4,96.69,100,8241,25.7,0.0,0.0,96.64,0.116,0.127,0.404,0,24.7,23.6,23.2,0.79,2.269,0.225,0.106,0.136,70.9,0.7873126530167611
18,1624903200.0,2021-06-28 12:00:00,25.7,96.7,100,8257,26.8,0.0,0.0,96.64,0.117,0.127,0.401,0,25.5,23.6,23.2,0.99,2.311,0.225,0.106,0.136,70.9,0.9912863265902908
19,1624906800.0,2021-06-28 13:00:00,27.2,96.73,100,8292,28.3,0.0,0.0,96.68,0.117,0.128,0.402,0,26.6,23.7,23.1,1.42,2.186,0.224,0.106,0.136,70.80000000000001,1.4213883025255134
20,1624910400.0,2021-06-28 14:00:00,27.6,96.72,100,8323,29.3,0.0,0.0,96.67,0.118,0.13,0.402,0,27.8,23.9,23.1,1.51,2.166,0.224,0.106,0.136,70.80000000000001,1.5267819602923045
21,1624914000.0,2021-06-28 15:00:00,28.0,96.66,100,8350,29.8,0.0,0.0,96.61,0.119,0.127,0.403,0,28.8,24.1,23.1,1.62,2.151,0.223,0.106,0.136,70.7,1.6289303639952633
22,1624917600.0,2021-06-28 16:00:00,28.1,96.61,100,8366,30.2,0.0,0.0,96.56,0.12,0.132,0.406,0,29.6,24.4,23.1,1.56,2.244,0.222,0.106,0.136,70.6,1.557995174422515
23,1624921200.0,2021-06-28 17:00:00,27.2,96.61,100,8349,29.5,0.0,0.0,96.56,0.122,0.129,0.406,0,30.0,24.7,23.1,1.29,2.314,0.222,0.106,0.136,70.6,1.2933883025255133
24,1624924800.0,2021-06-28 18:00:00,26.7,96.61,100,8333,28.1,0.0,0.0,96.56,0.124,0.135,0.405,0,29.8,25.0,23.1,1.12,2.382,0.221,0.106,0.136,70.5,1.1210684848343493
25,1624928400.0,2021-06-28 19:00:00,25.9,96.63,100,8314,26.9,0.0,0.0,96.58,0.125,0.136,0.409,0,29.4,25.2,23.2,0.96,2.39,0.22,0.107,0.136,70.6,0.951620215147917
26,1624932000.0,2021-06-28 20:00:00,24.2,96.68,100,8292,24.6,0.0,0.0,96.63,0.126,0.136,0.407,0,28.7,25.4,23.3,0.64,2.383,0.22,0.107,0.136,70.6,0.6369258182559934
27,1624935600.0,2021-06-28 21:00:00,23.0,96.71,100,8282,23.0,0.0,0.0,96.67,0.127,0.136,0.407,0,27.9,25.5,23.4,0.37,2.436,0.22,0.107,0.136,70.6,0.373437622397069
28,1624939200.0,2021-06-28 22:00:00,22.3,96.78,100,8267,22.0,0.0,0.0,96.73,0.127,0.136,0.408,0,27.2,25.5,23.4,0.22,2.471,0.219,0.107,0.136,70.5,0.2216645530366383
29,1624942800.0,2021-06-28 23:00:00,22.0,96.82,100,8262,21.6,0.0,0.0,96.78,0.127,0.136,0.407,0,26.5,25.5,23.5,0.16,2.477,0.219,0.106,0.136,70.3,0.1669311922105758
30,1624946400.0,2021-06-29 00:00:00,21.7,96.87,100,8241,21.4,0.0,0.0,96.81,0.128,0.137,0.409,0,26.0,25.4,23.6,0.1,2.49,0.219,0.106,0.136,70.3,0.1059699942202962
31,1624950000.0,2021-06-29 01:00:00,21.6,96.83,100,8232,21.3,0.0,0.0,96.77,0.128,0.137,0.409,0,25.5,25.3,23.6,0.07,2.507,0.219,0.106,0.136,70.3,0.0731527260359441
32,1624953600.0,2021-06-29 02:00:00,21.4,96.81,100,8225,21.0,0.0,0.0,96.76,0.129,0.137,0.409,0,25.1,25.1,23.6,0.03,2.509,0.218,0.106,0.136,70.2,0.0397705984720571
33,1624957200.0,2021-06-29 03:00:00,21.4,96.76,100,8219,20.9,0.0,0.0,96.71,0.129,0.138,0.409,0,24.8,25.0,23.6,,2.539,0.218,0.106,0.136,70.2,0.0097705984720568
34,1624960800.0,2021-06-29 04:00:00,21.2,96.79,100,8210,20.8,0.0,0.0,96.73,0.128,0.138,0.404,0,24.5,24.9,23.6,,2.516,0.218,0.106,0.136,70.2,0.001722492090296
35,1624964400.0,2021-06-29 05:00:00,20.9,96.83,100,8203,20.6,0.0,0.0,96.77,0.128,0.139,0.403,0,24.2,24.7,23.6,0.01,2.457,0.218,0.106,0.136,70.2,0.0147700446226428
36,1624968000.0,2021-06-29 06:00:00,20.9,96.87,100,8197,20.6,0.0,0.0,96.82,0.128,0.138,0.406,0,24.0,24.6,23.6,0.03,2.442,0.218,0.106,0.136,70.2,0.0297700446226425
37,1624971600.0,2021-06-29 07:00:00,21.0,96.89,100,8186,20.7,0.0,0.0,96.83,0.127,0.139,0.405,0,23.8,24.5,23.5,0.03,2.461,0.218,0.106,0.136,70.2,0.0260053972720655
38,1624975200.0,2021-06-29 08:00:00,21.5,96.94,100,8182,21.2,0.0,0.0,96.87,0.127,0.139,0.403,0,23.6,24.3,23.5,0.07,2.488,0.218,0.106,0.136,70.2,0.0764197206554633
39,1624978800.0,2021-06-29 09:00:00,22.2,96.97,100,8188,22.2,0.0,0.0,96.91,0.128,0.139,0.402,0,23.6,24.2,23.5,0.16,2.52,0.217,0.106,0.136,70.1,0.1563336594163713
40,1624982400.0,2021-06-29 10:00:00,22.8,96.97,100,8183,23.2,0.0,2.4,96.92,0.127,0.138,0.403,0,23.7,24.1,23.4,0.23,2.542,0.217,0.106,0.136,70.1,0.2336312335019816
41,1624986000.0,2021-06-29 11:00:00,23.8,96.99,100,8194,24.2,0.0,0.0,96.93,0.128,0.132,0.401,0,24.0,24.0,23.4,0.35,2.602,0.217,0.106,0.136,70.1,0.3462843050220852
42,1624989600.0,2021-06-29 12:00:00,24.9,97.01,100,8216,25.8,0.0,0.0,96.94,0.128,0.129,0.402,0,24.4,24.0,23.3,0.5700000000000001,2.5700000000000003,0.217,0.106,0.136,70.1,0.5789576792404372
43,1624993200.0,2021-06-29 13:00:00,25.8,96.97,100,8244,27.0,0.0,0.0,96.91,0.129,0.13,0.402,0,25.0,23.9,23.3,0.76,2.549,0.217,0.106,0.136,70.1,0.7729025283483368
44,1624996800.0,2021-06-29 14:00:00,26.8,96.93,100,8270,28.8,0.0,0.0,96.87,0.129,0.128,0.402,0,25.9,24.0,23.3,1.04,2.475,0.216,0.106,0.136,70.0,1.0487195928099275
45,1625000400.0,2021-06-29 15:00:00,26.8,96.91,100,8280,29.0,0.0,0.0,96.85,0.128,0.127,0.402,0,26.8,24.0,23.2,1.08,2.442,0.216,0.106,0.136,70.0,1.0817195928099277
46,1625004000.0,2021-06-29 16:00:00,26.3,96.89,100,8277,28.0,0.0,0.0,96.83,0.131,0.128,0.402,0,27.4,24.2,23.2,0.96,2.47,0.216,0.106,0.136,70.0,0.9515146678582184
47,1625007600.0,2021-06-29 17:00:00,26.6,96.86,100,8278,28.1,0.0,0.0,96.81,0.131,0.134,0.403,0,27.6,24.4,23.2,0.97,2.508,0.215,0.106,0.136,69.9,0.974522891456
48,1625011200.0,2021-06-29 18:00:00,26.0,96.85,100,8273,27.3,0.0,0.0,96.79,0.132,0.132,0.403,0,27.7,24.6,23.2,0.8,2.5540000000000003,0.214,0.106,0.136,69.8,0.8074398286025635
49,1625014800.0,2021-06-29 19:00:00,25.2,96.84,100,8258,26.0,0.0,0.0,96.8,0.134,0.133,0.402,0,27.6,24.7,23.2,0.73,2.466,0.214,0.106,0.136,69.8,0.7397122429156884
50,1625018400.0,2021-06-29 20:00:00,24.5,96.87,100,8242,24.6,0.0,0.0,96.82,0.135,0.137,0.402,0,27.2,24.8,23.3,0.5700000000000001,2.512,0.213,0.106,0.136,69.7,0.56264905088159
51,1625022000.0,2021-06-29 21:00:00,22.7,96.91,100,8229,22.7,0.0,0.0,96.87,0.136,0.137,0.401,0,26.7,24.9,23.3,0.26,2.497,0.213,0.106,0.136,69.7,0.2618616266004507
52,1625025600.0,2021-06-29 22:00:00,22.4,96.95,100,8219,22.0,0.0,0.0,96.9,0.136,0.137,0.401,0,26.1,24.9,23.3,0.26,2.448,0.213,0.106,0.136,69.7,0.2610824052161176
53,1625029200.0,2021-06-29 23:00:00,21.9,96.96,100,8209,21.5,0.0,0.0,96.91,0.136,0.137,0.402,0,25.6,24.9,23.4,0.14,2.483,0.212,0.106,0.136,69.6,0.1448588442730205
54,1625032800.0,2021-06-30 00:00:00,21.7,96.96,100,8191,21.4,0.0,0.0,96.9,0.136,0.138,0.402,0,25.1,24.8,23.4,0.07,2.52,0.212,0.106,0.136,69.6,0.0759699942202964
55,1625036400.0,2021-06-30 01:00:00,21.9,96.92,100,8183,21.5,0.0,0.0,96.86,0.135,0.138,0.402,0,24.8,24.7,23.4,0.05,2.58,0.212,0.106,0.136,69.6,0.0478588442730205
56,1625040000.0,2021-06-30 02:00:00,21.8,96.88,100,8178,21.6,12.0,0.6000000000000001,96.83,0.136,0.138,0.402,0,24.5,24.6,23.4,0.02,2.597,0.212,0.106,0.136,69.6,0.0148719061836697
57,1625043600.0,2021-06-30 03:00:00,21.5,96.87,100,8170,21.3,12.0,0.2,96.81,0.135,0.138,0.403,0,24.3,24.5,23.4,,2.56,0.212,0.106,0.136,69.6,0.0044197206554632
58,1625047200.0,2021-06-30 04:00:00,21.2,96.84,100,8164,21.1,0.0,0.0,96.78,0.135,0.138,0.403,0,24.1,24.4,23.4,,2.522,0.212,0.106,0.136,69.6,-0.0042775079097037
59,1625050800.0,2021-06-30 05:00:00,21.0,96.83,100,8156,20.7,0.0,0.0,96.77,0.135,0.139,0.403,0,23.9,24.3,23.4,,2.484,0.212,0.106,0.136,69.6,0.0030053972720653
60,1625054400.0,2021-06-30 06:00:00,21.3,96.85,100,8149,20.9,0.0,0.0,96.79,0.135,0.139,0.403,0,23.7,24.2,23.4,,2.525,0.212,0.106,0.136,69.6,0.0082049812438214
61,1625058000.0,2021-06-30 07:00:00,21.6,96.84,100,8144,21.2,0.0,0.2,96.78,0.135,0.138,0.404,0,23.5,24.1,23.3,,2.572,0.212,0.106,0.136,69.6,0.0081527260359441
62,1625061600.0,2021-06-30 08:00:00,22.1,96.82,100,8146,21.9,12.0,0.4,96.77,0.135,0.133,0.403,0,23.5,24.0,23.3,0.03,2.622,0.212,0.106,0.136,69.6,0.0380893350973012
63,1625065200.0,2021-06-30 09:00:00,23.3,96.84,100,8161,23.4,0.0,0.0,96.77,0.135,0.129,0.402,0,23.7,23.9,23.3,0.16,2.688,0.211,0.106,0.136,69.5,0.1728211296876742
64,1625068800.0,2021-06-30 10:00:00,24.1,96.84,100,8170,25.0,12.0,0.0,96.77,0.135,0.133,0.403,0,24.2,23.8,23.2,0.3,2.708,0.211,0.106,0.136,69.5,0.2938745443431596
65,1625072400.0,2021-06-30 11:00:00,23.5,96.84,100,8178,23.8,12.0,0.0,96.77,0.135,0.132,0.404,0,24.8,23.8,23.2,0.13,2.773,0.211,0.106,0.136,69.5,0.122530772908989
66,1625076000.0,2021-06-30 12:00:00,24.9,96.8,100,8213,24.9,0.0,0.0,96.73,0.135,0.133,0.403,0,25.1,23.8,23.2,0.33,2.822,0.211,0.106,0.136,69.5,0.3269576792404374
67,1625079600.0,2021-06-30 13:00:00,26.0,96.74,100,8239,27.0,0.0,0.0,96.68,0.136,0.13,0.402,0,25.9,23.9,23.1,0.5700000000000001,2.79,0.211,0.106,0.136,69.5,0.5714398286025637
68,1625083200.0,2021-06-30 14:00:00,25.9,96.69,100,8257,27.2,0.0,0.0,96.63,0.137,0.126,0.402,0,26.6,24.0,23.1,0.59,2.74,0.211,0.106,0.136,69.5,0.6016202151479169
69,1625086800.0,2021-06-30 15:00:00,26.5,96.66,100,8298,27.9,0.0,0.0,96.6,0.137,0.127,0.403,0,27.1,24.1,23.1,0.71,2.745,0.21,0.106,0.136,69.4,0.7170823587978248
70,1625090400.0,2021-06-30 16:00:00,26.9,96.62,100,8307,28.9,0.0,0.0,96.55,0.138,0.134,0.404,0,27.8,24.3,23.1,0.85,2.684,0.21,0.106,0.136,69.4,0.8604766708090343
71,1625094000.0,2021-06-30 17:00:00,26.6,96.61,100,8298,28.8,0.0,0.0,96.54,0.139,0.129,0.403,0,28.3,24.5,23.1,0.8,2.678,0.21,0.106,0.136,69.4,0.8045228914560001
72,1625097600.0,2021-06-30 18:00:00,25.6,96.56,100,8288,26.3,0.0,0.0,96.5,0.139,0.133,0.401,0,28.3,24.7,23.2,0.61,2.674,0.209,0.106,0.136,69.3,0.6087711697769289
73,1625101200.0,2021-06-30 19:00:00,26.0,96.56,100,8276,26.5,0.0,0.0,96.5,0.14,0.135,0.403,0,28.0,24.9,23.2,0.67,2.6790000000000003,0.209,0.107,0.136,69.5,0.6824398286025635
74,1625104800.0,2021-06-30 20:00:00,24.6,96.58,100,8254,25.2,0.0,0.0,96.53,0.142,0.135,0.403,0,27.6,25.0,23.2,0.43,2.661,0.208,0.107,0.136,69.4,0.4320813295225427
75,1625108400.0,2021-06-30 21:00:00,23.1,96.6,100,8241,23.1,0.0,0.0,96.55,0.143,0.135,0.402,0,27.0,25.1,23.3,0.19,2.637,0.208,0.107,0.136,69.4,0.1894752011366076
76,1625112000.0,2021-06-30 22:00:00,22.6,96.62,100,8232,22.2,0.0,0.0,96.56,0.144,0.136,0.401,0,26.4,25.1,23.4,0.08,2.655,0.208,0.107,0.136,69.4,0.0871805492514408
77,1625115600.0,2021-06-30 23:00:00,22.6,96.6,100,8223,22.1,0.0,0.0,96.54,0.144,0.136,0.401,0,25.8,25.1,23.4,0.08,2.668,0.208,0.106,0.136,69.2,0.0741805492514404
78,1625119200.0,2021-07-01 00:00:00,22.3,96.58,100,8204,21.9,0.0,0.0,96.53,0.142,0.136,0.402,0,25.4,25.0,23.4,0.05,2.644,0.207,0.106,0.136,69.1,0.0486645530366383
79,1625122800.0,2021-07-01 01:00:00,21.9,96.57,100,8197,21.4,0.0,0.0,96.52,0.142,0.137,0.402,0,25.0,24.9,23.5,0.01,2.623,0.207,0.106,0.136,69.1,0.0048588442730204
80,1625126400.0,2021-07-01 02:00:00,21.8,96.54,100,8189,21.3,0.0,0.0,96.49,0.142,0.137,0.402,0,24.6,24.8,23.5,,2.604,0.207,0.106,0.136,69.1,0.0078719061836696
81,1625130000.0,2021-07-01 03:00:00,21.5,96.51,100,8181,21.2,0.0,0.0,96.46,0.143,0.137,0.402,0,24.4,24.7,23.5,,2.564,0.207,0.106,0.136,69.1,0.0004197206554632
82,1625133600.0,2021-07-01 04:00:00,21.1,96.5,100,8174,20.8,0.0,0.0,96.45,0.143,0.138,0.403,0,24.1,24.6,23.5,,2.495,0.207,0.106,0.136,69.1,0.0073227554890151
83,1625137200.0,2021-07-01 05:00:00,20.9,96.53,100,8166,20.6,0.0,0.0,96.48,0.143,0.138,0.402,0,23.8,24.4,23.5,,2.473,0.207,0.106,0.136,69.1,-0.0012299553773571
84,1625140800.0,2021-07-01 06:00:00,20.7,96.57,100,8160,20.4,0.0,0.0,96.52,0.143,0.138,0.402,0,23.6,24.3,23.4,,2.444,0.207,0.106,0.136,69.1,-0.0024561285058983
85,1625144400.0,2021-07-01 07:00:00,21.1,96.6,100,8156,20.6,0.0,0.0,96.55,0.143,0.139,0.403,0,23.4,24.2,23.4,0.01,2.493,0.207,0.106,0.136,69.1,0.0093227554890154
86,1625148000.0,2021-07-01 08:00:00,21.9,96.6,100,8158,21.6,0.0,0.0,96.54,0.143,0.138,0.403,0,23.4,24.1,23.4,0.05,2.573,0.207,0.106,0.136,69.1,0.0548588442730206
87,1625151600.0,2021-07-01 09:00:00,22.9,96.65,100,8165,22.7,0.0,0.0,96.58,0.142,0.137,0.4,0,23.6,24.0,23.3,0.21,2.573,0.206,0.106,0.136,69.0,0.2194897662121242
88,1625155200.0,2021-07-01 10:00:00,23.7,96.69,100,8175,23.8,0.0,0.0,96.62,0.143,0.131,0.399,0,23.8,23.9,23.3,0.36,2.558,0.206,0.106,0.136,69.0,0.3726073746865936
89,1625158800.0,2021-07-01 11:00:00,24.5,96.72,100,8187,24.9,0.0,0.0,96.66,0.142,0.129,0.398,0,24.2,23.8,23.3,0.52,2.551,0.206,0.106,0.136,69.0,0.5236490508815899
90,1625162400.0,2021-07-01 12:00:00,25.5,96.69,100,8203,26.1,0.0,0.0,96.62,0.142,0.132,0.399,0,24.6,23.8,23.2,0.87,2.392,0.206,0.106,0.136,69.0,0.871356619324485
91,1625166000.0,2021-07-01 13:00:00,25.8,96.63,100,8232,26.7,0.0,0.0,96.57,0.143,0.13,0.397,0,25.2,23.8,23.2,1.1,2.232,0.205,0.106,0.136,68.9,1.0899025283483366
92,1625169600.0,2021-07-01 14:00:00,26.8,96.6,100,8261,27.9,0.0,0.0,96.53,0.143,0.131,0.396,0,25.8,23.9,23.2,1.44,2.077,0.205,0.106,0.136,68.9,1.4467195928099277
93,1625173200.0,2021-07-01 15:00:00,27.6,96.56,100,8299,29.1,0.0,0.0,96.51,0.142,0.129,0.396,0,26.6,24.0,23.1,1.59,2.097,0.205,0.106,0.136,68.9,1.5957819602923045
94,1625176800.0,2021-07-01 16:00:00,28.2,96.54,100,8317,30.4,0.0,0.0,96.49,0.142,0.125,0.395,0,27.4,24.1,23.1,1.83,1.991,0.204,0.106,0.136,68.8,1.8331720180540505
95,1625180400.0,2021-07-01 17:00:00,27.4,96.53,100,8310,29.2,0.0,0.0,96.49,0.144,0.133,0.396,0,27.9,24.3,23.1,1.7000000000000002,1.961,0.204,0.106,0.136,68.8,1.6888676599831982
96,1625184000.0,2021-07-01 18:00:00,27.0,96.51,100,8301,28.1,0.0,0.0,96.47,0.145,0.134,0.397,0,28.0,24.5,23.1,1.6,1.967,0.203,0.106,0.136,68.7,1.5983401758108458
97,1625187600.0,2021-07-01 19:00:00,26.8,96.54,100,8284,27.3,0.0,0.0,96.5,0.146,0.135,0.396,0,27.8,24.7,23.2,1.6,1.918,0.202,0.106,0.136,68.60000000000001,1.6057195928099277
98,1625191200.0,2021-07-01 20:00:00,24.9,96.58,100,8266,25.4,0.0,0.0,96.54,0.146,0.136,0.395,0,27.4,24.8,23.2,1.15,1.999,0.202,0.106,0.136,68.60000000000001,1.1499576792404371
99,1625194800.0,2021-07-01 21:00:00,23.3,96.6,100,8251,23.0,0.0,0.0,96.56,0.148,0.136,0.396,0,26.7,24.9,23.2,0.8300000000000001,2.033,0.201,0.106,0.136,68.5,0.8278211296876745
100,1625198400.0,2021-07-01 22:00:00,22.6,96.66,100,8241,22.0,0.0,0.0,96.62,0.148,0.136,0.397,0,26.0,25.0,23.3,0.66,2.086,0.201,0.106,0.136,68.5,0.6561805492514408
101,1625202000.0,2021-07-01 23:00:00,21.8,96.67,100,8232,21.3,0.0,0.0,96.64,0.148,0.136,0.397,0,25.4,24.9,23.4,0.54,2.072,0.2,0.106,0.136,68.4,0.5398719061836696
102,1625205600.0,2021-07-02 00:00:00,20.9,96.71,100,8212,20.5,0.0,0.0,96.67,0.148,0.137,0.396,0,24.9,24.8,23.4,0.37,2.105,0.2,0.106,0.136,68.4,0.3667700446226427
103,1625209200.0,2021-07-02 01:00:00,20.4,96.71,100,8204,19.9,0.0,0.0,96.67,0.148,0.137,0.396,0,24.4,24.7,23.4,0.28,2.113,0.2,0.106,0.136,68.4,0.2838104104453793
104,1625212800.0,2021-07-02 02:00:00,19.9,96.71,100,8197,19.3,0.0,0.0,96.66,0.148,0.138,0.395,0,23.9,24.6,23.4,0.21,2.117,0.199,0.106,0.136,68.30000000000001,0.2068457638211924
105,1625216400.0,2021-07-02 03:00:00,19.5,96.71,100,8187,19.0,0.0,0.0,96.67,0.147,0.138,0.396,0,23.5,24.4,23.4,0.16,2.112,0.199,0.106,0.136,68.30000000000001,0.1548801009804514
106,1625220000.0,2021-07-02 04:00:00,19.5,96.71,100,8182,18.8,0.0,0.0,96.68,0.148,0.137,0.396,0,23.2,24.3,23.4,0.14,2.127,0.199,0.106,0.136,68.30000000000001,0.1398801009804517
107,1625223600.0,2021-07-02 05:00:00,19.4,96.73,100,8174,18.8,0.0,0.0,96.69,0.148,0.138,0.396,0,22.9,24.1,23.4,0.12,2.127,0.199,0.106,0.136,68.30000000000001,0.1258310020993631
108,1625227200.0,2021-07-02 06:00:00,19.1,96.77,100,8169,18.7,0.0,0.0,96.73,0.148,0.137,0.395,0,22.6,24.0,23.3,0.08,2.128,0.199,0.106,0.136,68.30000000000001,0.0831396340059917
109,1625230800.0,2021-07-02 07:00:00,20.6,96.81,100,8166,20.6,0.0,0.0,96.75,0.148,0.137,0.395,0,22.4,23.8,23.3,0.18,2.24,0.198,0.106,0.136,68.2,0.1865523121060208
110,1625234400.0,2021-07-02 08:00:00,22.2,96.85,100,8166,22.8,0.0,0.0,96.8,0.146,0.135,0.395,0,22.4,23.6,23.2,0.33,2.347,0.198,0.106,0.136,68.2,0.3293336594163714
111,1625238000.0,2021-07-02 09:00:00,25.0,96.88,100,8182,26.0,0.0,0.0,96.83,0.145,0.13,0.396,0,22.9,23.5,23.2,0.63,2.529,0.198,0.106,0.136,68.2,0.6387777175068474
112,1625241600.0,2021-07-02 10:00:00,26.7,96.87,100,8219,28.4,0.0,0.0,96.82,0.145,0.125,0.395,0,24.1,23.4,23.1,1.04,2.461,0.198,0.106,0.136,68.2,1.0420684848343496
113,1625245200.0,2021-07-02 11:00:00,27.9,96.87,100,8241,30.0,0.0,0.0,96.82,0.145,0.124,0.396,0,25.6,23.4,23.1,1.42,2.329,0.198,0.106,0.136,68.2,1.4289771108740124
114,1625248800.0,2021-07-02 12:00:00,28.7,96.86,100,8239,30.2,0.0,0.0,96.81,0.145,0.124,0.394,0,27.2,23.5,23.0,1.79,2.14,0.198,0.106,0.135,68.0,1.7967535029497237
115,1625252400.0,2021-07-02 13:00:00,29.7,96.82,100,8294,31.3,0.0,0.0,96.77,0.144,0.125,0.395,0,28.8,23.7,23.0,2.15,2.016,0.198,0.106,0.135,68.0,2.1545971966496023
116,1625256000.0,2021-07-02 14:00:00,29.9,96.77,100,8332,32.0,0.0,0.0,96.73,0.145,0.125,0.397,0,30.2,24.1,23.0,2.46,1.759,0.198,0.106,0.135,68.0,2.459788396530344
117,1625259600.0,2021-07-02 15:00:00,30.7,96.73,100,8355,32.9,0.0,0.0,96.69,0.147,0.129,0.396,0,31.2,24.5,23.0,2.9,1.52,0.197,0.107,0.135,68.1,2.8964290333261924
118,1625263200.0,2021-07-02 16:00:00,30.6,96.67,100,8365,32.8,0.0,0.0,96.64,0.149,0.133,0.397,0,31.7,24.9,23.0,2.86,1.519,0.196,0.107,0.135,68.0,2.8722919467167958
119,1625266800.0,2021-07-02 17:00:00,30.4,96.63,100,8357,32.3,0.0,0.0,96.59,0.151,0.134,0.398,0,31.7,25.3,23.1,2.81,1.528,0.194,0.107,0.135,67.8,2.813390637662246
120,1625270400.0,2021-07-02 18:00:00,29.7,96.58,100,8336,31.1,0.0,0.0,96.55,0.153,0.133,0.398,0,31.4,25.7,23.2,2.54,1.628,0.193,0.107,0.135,67.7,2.542597196649602
121,1625274000.0,2021-07-02 19:00:00,28.5,96.57,100,8312,29.2,0.0,0.0,96.54,0.154,0.133,0.397,0,30.9,26.0,23.3,2.12,1.771,0.192,0.107,0.135,67.6,2.120379531185216
122,1625277600.0,2021-07-02 20:00:00,25.4,96.56,100,8293,25.9,0.0,0.0,96.53,0.157,0.133,0.397,0,30.1,26.2,23.4,1.32,1.922,0.191,0.107,0.135,67.5,1.3220422381586772
123,1625281200.0,2021-07-02 21:00:00,23.1,96.59,100,8276,22.7,0.0,0.0,96.56,0.159,0.134,0.398,0,29.2,26.3,23.5,0.94,1.884,0.19,0.107,0.135,67.4,0.9424752011366078
